cell_line_name,864,1401,2332,2375,2907,3385,3899,4212,4261,5311,5394,6253,8269,9444,12035,13342,24360,36314,41867,44259,60750,68740,104741,104842,123631,124886,126565,126941,148124,156422,176158,176870,208908,216239,216326,387447,444795,446541,452548,457193,462382,637858,644241,657237,984170,992586,2130404,2155128,2733526,3011155,3062316,5278396,5284616,5311497,5328940,5330286,5352062,5360373,5494449,5702198,6450551,6505803,6914657,6918289,9826528,9858940,9887053,9914412,9926054,9927531,9931954,9933475,9936746,9956119,10077147,10127622,10184653,11152667,11178236,11228183,11327430,11364421,11433190,11455910,11488320,11609586,11624601,11626560,11634725,11640390,11655119,11667893,11719003,11960529,11977753,16095342,16654980,16681698,16720766,16747683,17755052,23725625,24180719,24737642,24771867,24776445,24785538,24788740,24821094,24856436,24866313,24905401,24958200,24964624,24978538,25099184,25126798,25227436,25262792,25262965,35397514,42623951,42642645,44137675,44182295,44462758,44462760,44631912,46224516,46239015,46843056,46883536,46907787,46926350,46926973,46943432,49831044,49846579,49847690,51000408,51001932,51039095,51042438,51371303,52913813,52918385,53469448,54685215,56645356,56649450,56941241,56962336,56962337,57345410,57519544,58423153,59472121,59473233,60167849,68289010,68947304,70983932,71268957,71271629,71496458,71522234,72200024,72201027,73010930,76285486,78209992,78243717,91668541,117072552,131634760,135398516,135398738,135440466,135539077,135564599,135564749,135565082,135905416,136240579
22Rv1,7.9347,3.829356,2.838054,,6.1948,2.319251,5.716303,-0.181854,1.98898,0.916487,7.826816,4.178941,-0.23122,3.194396,9.417272,-4.380991,-2.903667,-2.514524,-1.487363,-2.508431,-2.882548,4.10583,4.5708685,-5.095801,4.304672,10.409836,0.782474,0.452915,-2.8360105,6.456464,5.821028,3.997916,3.515525,3.527082,6.19979,-4.620459,,2.503751,0.35835,-4.8360415,-1.59576,,3.82448,6.354927,,2.128767,3.837528,4.019536,3.734115,6.708159,4.195243,6.457309,-4.457119,-3.398199,3.906033,2.253296,-4.915621,4.000272,,3.365607,4.471958,2.386796,-3.178948,-0.967761,1.26439,,3.173647,5.660239,2.471871,6.343533,4.093791,2.11133,3.044444,,,3.7558435,2.315159,2.044643,-3.023716,3.988066,4.460015,-1.59868,2.715572,0.806663,5.756603,3.057598,6.396458,2.501417,3.738787,3.59509,5.924913,6.457309,3.0314145,6.047578,-2.790473,,0.65188,0.982223,1.684909,3.426818,0.52463,4.807878,5.498046,5.777879,3.294236,5.385436,2.276989,3.594841,5.396495,2.454078,3.023275,2.531408,3.560067,1.452446,4.798877,3.972126,6.42261,2.656632,-0.548512,-1.453428,4.978843,4.675337,2.454539,,2.971232,1.882161,6.421108,2.241501,4.057466,3.937321,2.125442,5.058748,2.444409,-2.711437,5.036797,2.284395,3.425139,3.609637,2.403994,6.000604,0.964728,3.041718,1.205765,,3.750157,3.353132,3.57673,,6.239709,2.188577,6.426421,6.323596,3.780344,6.330037,4.158324,5.004593,4.431452,5.329897,4.858002,3.610146,6.432631,6.063018,4.433615,3.563924,3.217596,3.00622,4.299698,4.964826,6.095421,4.684004,3.401229,6.087555,5.634519,6.030494,3.873613,1.103367,6.874046,2.865471,-2.045876,5.708116,4.561358,2.522501,2.929431,3.511962
23132/87,8.037226,4.426939,1.693498,,4.495468,1.807592,4.744998,0.127252,2.206678,0.843273,6.035013,0.066272,1.2448555000000001,2.03396,10.813291,-4.846014,-2.757644,-3.88883,-2.024767,-2.691525,-2.098646,3.48802,3.5499859999999996,-4.261624,1.812735,9.711765,1.373844,-1.319464,-4.8067455,4.057259,4.447806,1.833693,4.267569,2.381937,5.569668,-5.379172,,0.080344,-0.763641,-4.581842,-1.291487,,3.344957,3.432047,,5.1839,4.026816,3.042693,2.98238,5.878962,1.796813,5.569363,-3.556827,-5.300502,3.652886,3.648817,-6.015245,1.8914315,,3.943101,4.200578,-0.110703,,3.267083,3.441952,,4.6325635,4.266621,1.658376,3.392196,4.873832,1.637452,2.182486,,,4.3507835,1.160143,0.292376,-2.738033,2.961197,2.470884,-3.021739,2.295089,,3.477793,4.42854,3.921357,4.189121,1.710709,4.282727,5.439976,4.9907,2.422002,5.233743,-2.648617,,-0.047631,0.370337,1.090067,1.446679,-0.396109,4.563244,4.39554,5.394101,4.399114,4.596216,5.148651,1.737174,5.152885,-0.255652,1.482506,1.36571,3.725395,1.136909,1.585253,1.509836,5.327455,0.997872,-0.37589,0.267656,4.322201,4.368784,1.259284,,3.538705,3.090034,5.436691,3.96023,3.926124,1.556156,1.31878,5.441654,4.860212,-3.015202,4.001448,3.635385,1.936466,2.06752,0.911718,2.324111,0.374359,1.11836,0.21142650000000002,,0.499511,4.652514,3.058891,,5.00289,1.927447,4.52474,5.507268,1.205394,5.663959,5.172711,4.680919,3.917393,3.929799,3.917656,3.038969,4.472397,5.053266,2.944406,4.765545,1.630018,2.957355,3.335852,3.395756,5.281317,3.96728,3.051693,5.461647,3.416049,3.418465,2.960018,3.464292,4.980402,2.216877,-1.857988,2.894803,4.241685,2.403294,1.985157,4.228647
42-MG-BA,7.955085,2.618158,2.776826,,5.137782,3.463196,5.821004,1.649092,2.253555,1.799903,5.555975,1.030265,5.997668,4.006807,10.552311,-4.781426,-3.40022,-3.549817,-2.5425,-6.166889,-3.504827,3.545706,4.0358255,-4.831098,3.847043,9.637241,-1.1187,-3.960462,-4.194364,4.73125,3.473491,3.377516,2.860986,1.816496,4.583216,-4.658377,,1.647446,0.465085,-4.2393095,-1.202601,,1.87801,5.016838,,2.958954,3.260933,2.461817,3.7765,5.997743,-2.232822,4.746484,-3.73106,-3.925155,2.47342,4.649498,-6.413757,0.7417825,,1.944685,1.55158,-1.561505,,-0.0717,2.744921,,4.0415265,1.734766,2.200535,5.349092,4.393892,0.300916,2.328253,,,4.48812,1.517286,-1.032136,-5.080639,3.021291,1.684818,-0.412021,5.516725,,4.214894,3.436051,5.32148,2.513164,2.889308,4.793861,4.267126,2.711837,3.140545,5.481221,-3.281709,,0.508464,-0.242138,-0.105221,1.926192,0.275484,3.852608,4.572764,5.173166,1.833604,4.625376,2.029656,1.913754,4.084772,2.263242,2.951738,2.99696,2.142996,1.485112,3.038536,1.070579,3.987284,1.405879,0.592981,-1.16948,5.266658,4.788091,-0.978961,,3.592587,2.296855,4.5473,3.199443,1.498575,2.363392,1.29248,5.040718,2.227085,-3.422577,3.550961,3.275587,2.003005,2.768106,1.598948,4.136949,0.863184,0.821059,1.6851530000000001,,1.914032,5.830535,2.507012,,4.671017,2.953236,4.764526,5.339512,0.559988,5.115295,4.56188,5.140044,4.36013,2.531593,4.755769,1.895836,5.238889,5.405974,2.8932575,3.184746,1.475281,1.795046,3.840446,3.36137,3.688399,5.087233,2.921961,5.439132,3.994578,4.286534,5.368408,3.473338,5.697072,1.658658,-2.761736,2.916444,4.159499,1.733188,2.466108,2.963339
5637,7.301368,4.346405,4.421421,,5.252328,3.119386,4.443165,1.128244,0.98483,1.404695,5.799831,2.335773,6.556551499999999,3.783443,9.302054,,-2.632632,-4.480454,-1.489255,-2.862281,-1.726925,4.013871,3.4051135,-4.650655,1.754416,9.209746,-0.713313,-3.720519,-5.548399,5.193078,4.866084,0.672353,1.960754,2.871989,5.148145,-5.055511,,0.926993,0.073584,-4.3185104999999995,-1.413495,,3.87551,4.459054,,3.85404,3.387536,3.310463,3.996797,6.086342,-1.828268,4.696438,-0.618041,-5.24952,1.613805,4.245894,-5.55732,0.8099700000000001,,1.9642,2.419557,-0.721887,,1.818849,1.27801,,4.5723905,0.97554,4.430471,4.931694,3.437903,2.675329,2.801274,,,3.8904545,-0.073415,0.38569,-3.769485,2.576865,2.714516,-2.895781,5.081946,,1.498725,4.012069,5.726107,2.78523,2.738433,4.179128,5.800469,5.809391,2.779534,5.357207,-1.309464,,0.401878,0.092823,0.220447,3.178478,1.437015,3.835821,4.081266,5.14186,0.007635,5.651374,1.667302,4.899211,3.890014,-0.402188,2.164492,5.314052,4.322609,4.183238,2.541281,2.098873,5.705822,3.490831,1.710977,0.407935,4.31485,5.137715,0.408029,,2.080645,3.384018,4.67219,4.143178,5.116244,3.668388,4.566365,5.701019,1.757379,-1.892309,3.964939,4.122602,2.731526,2.109072,2.295645,3.83379,1.752828,2.203506,4.3470725,,3.703789,3.93613,3.11178,,4.442716,3.427804,4.291355,5.598104,2.055566,6.072878,4.250665,5.681706,4.611853,3.914774,5.43485,1.865427,4.831731,5.809391,4.0426445,3.698208,0.457485,2.836453,4.364147,4.333638,5.38676,4.83577,1.011189,5.586903,5.60431,2.975912,5.80603,4.39065,4.543429,1.762073,-2.198182,3.349613,5.451396,2.193226,2.265386,2.897329
639-V,7.681649,3.676864,2.242791,,4.893718,4.575843,5.461098,0.186802,4.309902,2.735366,5.627864,2.729065,5.5869615,1.774117,10.320996,-3.983057,-5.143633,-3.964822,-2.402952,-1.342401,-4.141242,3.138518,3.647804,-6.692396,2.553293,8.754803,0.228753,-1.679093,-4.662078,5.410887,5.016026,2.378481,4.367976,2.119535,5.412821,-5.206666,,0.76681,-0.438112,-4.7221185,-1.383737,,3.490644,5.81543,,4.711023,2.38018,1.438155,3.122587,5.787617,1.392875,4.361941,-2.02993,-3.136173,3.00351,3.949651,-4.954502,1.3914935,,0.855238,2.533102,-1.38509,,1.250229,2.682701,,3.2469055000000004,3.214397,2.203901,3.93157,4.73187,1.707566,3.1046,,,4.449772,1.555437,0.527648,-5.486501,4.427418,3.074047,-2.370113,4.819231,,4.237677,4.129537,5.150184,3.534827,3.725207,4.594619,5.359189,5.430994,2.5944735,5.004005,-0.716452,,0.85425,-0.206895,-1.134724,2.060577,1.527161,3.244182,5.7036,3.650304,1.436624,4.984862,2.996165,3.484927,5.045181,1.00988,3.097666,5.431731,4.785147,3.745272,1.732397,1.979051,4.652243,3.13859,2.008383,1.624626,3.938243,5.161241,0.401555,,3.175436,3.94169,5.370342,3.82265,4.692678,4.323127,4.197759,5.463977,1.731205,-3.038609,3.36237,2.865551,1.718156,2.771885,3.651339,4.682732,2.765506,1.422979,4.386489,,2.700038,4.40473,2.613382,,3.951039,4.201904,5.006405,4.420637,2.254046,4.429064,4.603364,5.34618,4.168042,3.881269,4.254017,2.614344,4.606855,5.432087,3.469244,3.013947,2.029234,2.533806,4.88836,4.226636,4.864835,5.394741,3.336708,5.057435,3.488462,,4.963306,4.287964,5.101932,1.836304,-3.863355,4.728374,4.681511,0.717104,2.633427,3.066152
647-V,7.565619,4.045189,3.131896,,5.377648,5.702251,5.570321,0.894701,2.908905,1.868571,4.417831,1.006685,4.0849205,3.406144,9.715191,-1.944054,-4.578058,-1.860671,-1.882265,-2.470331,-3.54614,3.946829,4.051557,-6.684955,3.356049,8.56664,-0.164884,1.316554,-4.2305364999999995,4.660501,4.981872,2.286417,4.507245,2.896129,5.341492,-5.475853,,0.696533,-0.259766,-3.975535,-1.786645,,3.797796,6.018839,,1.700047,3.351909,2.885361,3.831662,5.779222,0.989231,4.113847,-1.577552,-1.850024,3.518062,5.053113,-5.123344,3.105947,,1.192555,2.809412,0.106329,,0.656788,2.278585,,4.8878125,1.839449,3.368249,4.441135,4.223976,1.902483,3.48637,,,3.8925145,1.500134,-0.097641,-5.753323,3.445049,3.004829,-1.863012,5.2131,,3.852761,4.155823,5.356468,3.591252,3.85373,4.171367,5.730823,5.408794,3.1180725000000002,4.860498,-1.132514,,1.12184,-0.777336,-1.66252,2.82255,1.038331,2.347827,5.34182,5.298359,3.199095,4.000401,3.586233,4.664513,5.227779,0.388327,3.173957,2.972124,2.242386,3.605913,2.317709,3.500396,5.118749,3.431427,2.264769,0.429331,4.567032,5.05465,1.545855,,3.264683,4.798537,5.383454,3.799356,4.441455,4.311707,4.492327,4.897134,2.262157,-2.356055,4.373359,3.934677,4.688544,1.438556,-3.119298,5.006636,2.343106,2.025764,4.0493865,,2.665761,5.576162,3.597174,,5.006138,5.041613,5.319379,5.083887,1.124842,4.707851,5.37041,4.807836,4.916377,3.988993,4.198399,1.178892,5.218351,5.408794,3.12631,5.295266,2.066439,2.751591,4.656649,4.869554,4.986318,5.005182,2.159125,5.08612,4.717389,4.875496,5.375128,3.810426,5.114417,2.880907,-1.539604,3.592418,5.639292,-1.242465,1.910122,4.629807
697,6.801809,1.191439,-1.109347,,3.461575,2.253146,3.459042,-3.602032,-0.126053,-0.143136,5.589465,-5.323583,4.3183115,-0.175428,9.601365,-6.318249,-5.013617,-5.989172,-5.152843,-5.549282,-5.7594,2.321336,2.3636385,-6.193435,2.33468,8.465373,-3.544409,-3.933157,-6.616783,4.308261,3.617942,0.91087,1.689696,1.296923,3.204454,-5.432554,,-0.873356,-2.87905,-6.789134499999999,-1.171443,,1.293136,0.197183,,3.104053,3.374988,2.004506,2.700673,1.858911,-0.098677,2.55442,-4.278501,-6.196658,-0.786212,-1.542445,-6.471407,1.5325365,,-0.05163,0.129629,-0.032257,,-1.169956,0.891089,,0.980184,-0.75757,1.917892,3.568614,0.435462,1.366621,-0.692811,,,3.4721064999999998,0.312925,-2.155845,-5.726505,-2.456455,1.242211,-4.047378,0.280113,,4.019952,2.294385,4.237069,0.209335,1.80702,2.33791,4.506641,4.202334,1.6200405,2.922269,-4.083075,,-0.375116,-1.379661,-1.358859,-0.082132,-0.873334,0.636972,2.139685,3.583794,-3.406659,2.764677,-0.905276,1.535471,3.224858,-1.832224,1.838376,1.920769,-0.527836,-0.036437,-1.78198,-0.799475,4.166609,0.985488,-0.248352,-2.235896,4.526662,3.378832,-1.665735,,2.683965,1.29768,0.776233,0.345288,1.452553,0.011046,1.872015,3.711231,-1.606618,-3.817627,3.473718,0.28855,2.864338,-3.804957,,0.987106,0.649194,0.488704,1.343451,,1.780009,1.171766,1.32395,,3.866788,2.042395,4.096621,4.131868,1.201037,3.430286,2.59537,4.219331,1.299952,1.389597,3.226877,1.367667,2.491389,2.232065,2.339385,1.500417,0.408308,1.164069,2.138101,2.871074,3.550221,3.329319,2.137025,4.497324,2.038658,2.462393,-2.992027,1.555445,4.840544,0.98692,-4.602969,1.229322,3.219585,-4.127557,1.157417,0.335557
769-P,7.929832,3.351918,1.831486,,5.10117,3.133819,5.457713,1.069068,3.237107,1.184307,7.0684,0.612254,5.879238000000001,2.775514,10.64064,-4.024655,-2.41393,-3.057746,-1.642443,-5.21414,-2.512251,3.942122,3.789692,-2.593107,1.487207,8.603353,-0.243916,-3.227491,-3.0345825,5.740832,5.094126,1.626268,1.117983,2.299429,5.654397,-4.632313,,1.790121,1.296923,-3.864752,-1.33804,,1.442368,3.678804,,4.566824,2.869966,2.498769,4.184594,6.366543,-0.765923,5.807983,-1.61139,-2.084607,1.137131,1.509754,-3.713487,3.0404785,,2.596696,3.161569,-0.929426,-3.264017,0.901319,1.125609,,3.103368,4.205735,3.248489,4.708912,3.998219,1.640987,0.583867,,,3.533653,0.104253,-1.19278,-5.690131,1.709932,3.318129,-2.116304,1.93412,0.085068,1.695517,2.906693,4.820808,1.614933,2.895625,4.670463,4.712164,5.789979,2.7842195,5.121626,-3.35122,,1.295278,-0.265965,1.731562,1.613319,1.159255,3.749583,4.314026,5.262801,2.116533,4.589791,2.497315,4.875985,2.074448,-0.971826,3.001863,2.205017,3.551477,3.85185,0.766236,1.893577,4.828751,4.053182,2.197407,-1.397966,4.017773,5.518831,1.897238,,1.196039,3.702568,3.65445,2.610472,4.36044,1.69939,4.492419,4.313765,-0.487232,-2.711577,4.17531,2.204596,3.590759,3.396843,5.474995,2.022857,2.392046,3.461476,3.5885935,,3.335645,4.062763,3.711677,,5.791953,3.82919,5.693778,5.675612,1.972567,4.511488,4.176436,5.70308,1.990053,4.346846,5.527526,3.502314,4.722194,5.255475,3.0639965,4.088477,1.07843,2.567776,4.095476,3.994518,5.672374,3.585232,0.756215,5.464557,4.62846,3.932711,5.807983,2.090623,5.206878,2.978984,-1.49421,3.66017,4.752069,2.305485,1.406308,3.228212
8-MG-BA,7.553693,4.245823,3.073044,,4.826757,3.416356,4.499138,0.029048,2.331206,1.334871,4.713828,-0.454249,4.8121025,2.379621,9.806586,-5.070939,-4.256286,-5.063984,-3.001429,-4.157681,-3.697049,3.068624,3.502432,-4.91822,2.612142,8.190504,0.044193,1.090403,-4.551191,3.936315,5.128045,2.578097,1.97804,1.726471,4.72116,-5.58913,,0.033622,-0.873244,-5.560905999999999,-1.353387,,2.62071,5.531169,,2.428014,3.452291,1.510514,2.740251,6.19526,-1.182148,4.591636,-2.849169,-3.210359,2.536996,3.435699,-6.056933,1.8302399999999999,,2.02465,3.944335,-0.832661,,0.850808,2.683619,,4.105143,1.86026,2.394525,4.247292,3.693608,1.891675,0.585953,,,4.2958490000000005,1.639982,-1.557737,-5.746419,2.98245,3.9395,-1.222672,4.758253,,3.629925,4.251342,4.362247,2.614595,2.691456,3.760783,4.428182,5.176732,2.754985,4.342073,-3.063759,,0.01014,-0.924328,-1.144505,2.038495,0.801835,3.025858,2.996958,4.018819,1.991484,4.606232,2.757459,2.892493,4.820445,-0.448218,2.167945,2.181099,1.880472,2.387787,2.979509,1.260308,5.154835,2.027673,1.070979,-0.64173,4.610856,3.948457,0.288015,,3.648862,2.451872,4.128075,3.467632,3.12439,3.880944,2.135424,5.280247,0.337651,-3.022246,4.839843,1.828659,3.233614,1.934227,1.044497,2.833855,1.370691,2.755416,2.2885605,,2.643872,2.951257,2.249694,,4.949504,2.869659,3.369592,4.69464,1.562485,4.592417,3.046546,4.497924,2.817426,2.238716,3.79791,1.397797,5.11885,5.176732,1.9042195,3.115144,2.368088,2.481969,2.116475,4.22659,4.233509,5.176732,2.866676,4.278667,3.781208,3.905755,-0.360493,4.524764,6.110597,1.509149,-3.646217,4.082194,3.9137,-0.205122,1.541419,2.499908
